merchant_id,month,chargebacks,refunds,fraud_cases,risk_score
M0438,2024-07,1,2,0,20
M0115,2024-05,8,31,3,27
M0238,2024-07,1,3,0,23
M0073,2024-09,0,1,0,19
M0202,2024-08,3,10,2,27
M0379,2024-09,36,210,25,15
M0502,2024-04,6,23,1,25
M0400,2024-06,0,3,0,19
M0281,2024-11,16,23,4,57
M0227,2024-06,5,16,1,33
M0027,2024-04,3,37,4,23
M0580,2024-05,2,8,1,31
M0086,2024-11,1,1,0,27
M0073,2024-07,1,2,0,25
M0439,2024-04,1,3,0,36
M0132,2024-04,0,1,0,14
M0570,2024-09,3,47,1,14
M0135,2024-08,1,5,0,15
M0313,2024-09,48,72,11,13
M0267,2024-01,1,7,0,27
M0056,2024-02,2,5,1,20
M0159,2024-03,7,38,6,19
M0563,2024-08,5,23,3,18
M0388,2024-06,0,2,0,17
M0109,2024-05,1,5,0,18
M0159,2024-02,3,26,3,14
M0029,2024-06,1,9,0,10
M0077,2024-05,1,1,0,19
M0092,2024-05,1,6,1,24
M0513,2024-11,5,29,3,24
M0281,2024-02,1,4,0,31
M0524,2024-09,1,4,1,16
M0286,2024-12,0,1,0,10
M0438,2024-09,1,5,1,13
M0493,2024-09,1,5,1,23
M0213,2024-05,1,4,0,29
M0002,2024-05,5,36,2,19
M0582,2024-05,6,20,3,18
M0349,2024-04,2,15,2,26
M0423,2024-05,25,116,10,21
M0167,2024-03,3,17,1,23
M0362,2024-10,1,2,1,44
M0536,2024-10,1,7,1,16
M0195,2024-03,2,6,1,20
M0179,2024-04,22,103,9,17
M0399,2024-08,1,5,0,22
M0014,2024-06,1,7,0,10
M0369,2024-12,1,10,1,18
M0481,2024-04,20,61,11,42
M0562,2024-05,1,3,1,25
M0421,2024-06,6,17,2,21
M0591,2024-02,3,4,1,56
M0163,2024-06,14,52,3,22
M0254,2024-06,2,14,1,23
M0542,2024-05,4,25,2,15
M0532,2024-08,32,58,20,40
M0060,2024-05,0,2,0,1
M0549,2024-05,5,44,5,18
M0549,2024-04,8,39,5,23
M0065,2024-04,1,3,0,25
M0325,2024-08,6,43,2,22
M0217,2024-05,5,20,2,21
M0369,2024-09,1,6,1,18
M0046,2024-08,1,5,0,24
M0371,2024-10,0,2,0,17
M0425,2024-06,8,37,2,17
M0298,2024-12,42,174,13,30
M0508,2024-08,19,75,10,16
M0207,2024-06,1,3,0,23
M0082,2024-09,1,3,0,14
M0001,2024-04,2,9,0,31
M0357,2024-10,5,53,7,17
M0533,2024-11,0,1,0,42
M0444,2024-02,1,7,0,21
M0255,2024-03,1,5,0,27
M0152,2024-10,1,4,0,9
M0107,2024-10,15,147,12,14
M0125,2024-04,1,7,1,11
M0325,2024-04,4,52,3,24
M0363,2024-02,1,2,1,18
M0182,2024-12,0,1,0,23
M0352,2024-07,5,29,4,24
M0037,2024-08,10,54,4,22
M0163,2024-07,9,47,2,18
M0104,2024-10,0,2,0,15
M0334,2024-12,8,36,3,19
M0092,2024-10,1,3,0,24
M0279,2024-03,2,5,1,15
M0297,2024-03,1,3,0,23
M0536,2024-05,1,6,2,18
M0078,2024-10,69,172,12,20
M0557,2024-07,1,8,1,14
M0589,2024-02,4,10,2,14
M0529,2024-11,9,40,6,20
M0115,2024-06,9,34,2,27
M0070,2024-08,58,142,13,48
M0391,2024-09,6,84,6,10
M0345,2024-02,9,43,4,22
M0207,2024-08,1,3,0,22
M0209,2024-02,1,3,0,21
M0432,2024-11,0,3,0,35
M0012,2024-01,1,6,0,21
M0446,2024-07,1,8,0,26
M0410,2024-12,4,26,4,18
M0405,2024-04,1,7,0,25
M0338,2024-01,1,6,1,15
M0504,2024-02,0,2,0,16
M0263,2024-11,1,4,0,20
M0295,2024-07,12,35,3,14
M0272,2024-11,1,3,0,26
M0443,2024-04,1,7,0,23
M0195,2024-02,1,6,1,26
M0050,2024-05,0,2,0,19
M0307,2024-11,1,4,1,20
M0093,2024-04,0,1,0,11
M0029,2024-10,1,15,0,20
M0123,2024-12,13,83,3,16
M0070,2024-11,60,190,23,52
M0072,2024-07,2,10,0,23
M0239,2024-03,1,4,0,14
M0232,2024-02,0,1,0,15
M0271,2024-04,1,3,0,20
M0199,2024-01,30,223,9,12
M0101,2024-01,11,19,4,22
M0512,2024-05,11,137,20,16
M0590,2024-04,1,6,1,24
M0331,2024-04,1,3,0,11
M0481,2024-11,19,53,7,38
M0583,2024-09,1,5,0,22
M0268,2024-06,4,10,2,20
M0209,2024-07,1,3,0,19
M0393,2024-08,0,2,0,10
M0051,2024-10,5,12,4,59
M0394,2024-03,2,5,0,17
M0468,2024-02,174,261,92,45
M0025,2024-11,1,4,1,24
M0086,2024-05,1,2,0,27
M0094,2024-03,1,7,1,14
M0088,2024-07,7,38,3,23
M0364,2024-04,1,6,1,16
M0047,2024-01,6,8,2,46
M0358,2024-02,3,7,2,48
M0424,2024-01,11,10,8,59
M0573,2024-10,0,1,0,16
M0270,2024-01,0,1,0,18
M0212,2024-06,0,2,0,20
M0251,2024-03,1,6,1,15
M0442,2024-08,18,138,16,16
M0300,2024-03,43,122,31,14
M0526,2024-07,2,8,0,16
M0103,2024-04,27,164,24,18
M0551,2024-04,1,5,1,20
M0184,2024-12,7,7,5,67
M0055,2024-01,2,19,2,12
M0110,2024-03,2,4,0,26
M0337,2024-03,10,33,5,21
M0039,2024-09,9,26,4,27
M0294,2024-02,1,3,0,44
M0568,2024-10,1,4,0,16
M0360,2024-03,7,23,9,21
M0450,2024-01,7,17,3,28
M0534,2024-09,1,12,1,6
M0209,2024-10,1,3,0,20
M0403,2024-10,1,4,0,18
M0563,2024-02,8,50,5,22
M0299,2024-11,10,43,4,23
M0458,2024-09,43,165,14,12
M0536,2024-06,1,9,1,15
M0288,2024-04,1,16,1,23
M0543,2024-12,1,3,0,32
M0158,2024-09,5,19,2,15
M0482,2024-07,1,2,0,19
M0293,2024-11,6,48,5,13
M0093,2024-05,0,1,0,13
M0028,2024-01,2,8,1,24
M0031,2024-04,6,35,4,20
M0154,2024-05,1,5,0,14
M0388,2024-07,0,2,0,24
M0044,2024-08,42,57,18,70
M0376,2024-04,10,70,9,35
M0580,2024-01,1,4,0,16
M0355,2024-06,10,21,4,21
M0320,2024-12,3,12,2,23
M0485,2024-04,1,3,0,24
M0237,2024-12,1,4,0,23
M0440,2024-06,1,3,0,15
M0578,2024-10,1,2,0,19
M0308,2024-01,5,22,3,14
M0316,2024-11,4,14,2,21
M0013,2024-06,0,1,0,18
M0317,2024-06,1,6,1,29
M0384,2024-01,2,3,0,18
M0526,2024-08,2,8,0,20
M0343,2024-03,2,4,0,22
M0425,2024-02,7,21,1,21
M0107,2024-06,16,146,8,14
M0263,2024-02,1,3,0,13
M0172,2024-08,1,9,0,6
M0318,2024-01,3,19,2,19
M0083,2024-03,3,9,1,11
M0003,2024-01,1,4,0,20
M0220,2024-11,1,4,0,15
M0180,2024-12,21,32,7,24
M0496,2024-04,1,3,0,14
M0425,2024-11,8,26,1,24
M0356,2024-10,10,23,3,11
M0289,2024-05,2,17,2,18
M0562,2024-01,2,5,1,20
M0381,2024-01,0,1,0,9
M0517,2024-03,1,6,1,28
M0191,2024-11,1,4,0,20
M0161,2024-09,4,16,1,19
M0035,2024-04,1,3,0,17
M0582,2024-02,4,23,3,19
M0175,2024-12,3,41,3,18
M0536,2024-01,1,7,1,17
M0335,2024-09,0,3,0,23
M0438,2024-05,0,2,0,8
M0463,2024-10,1,8,0,24
M0389,2024-04,2,9,1,16
M0392,2024-10,15,105,6,19
M0586,2024-12,0,1,0,29
M0438,2024-12,0,2,0,15
M0365,2024-07,4,6,1,49
M0433,2024-04,1,3,0,26
M0409,2024-07,0,4,0,15
M0087,2024-02,0,1,0,24
M0272,2024-03,1,4,0,22
M0592,2024-10,2,9,1,15
M0093,2024-10,0,2,0,6
M0172,2024-03,1,5,0,4
M0523,2024-02,0,2,0,18
M0059,2024-11,1,4,0,22
M0407,2024-11,7,12,4,69
M0350,2024-02,15,21,8,66
M0216,2024-03,1,2,0,19
M0272,2024-05,1,5,0,32
M0381,2024-08,0,1,0,13
M0314,2024-08,4,11,2,26
M0095,2024-11,14,35,2,19
M0586,2024-02,0,2,0,31
M0571,2024-09,1,9,1,16
M0436,2024-11,0,3,0,14
M0047,2024-06,6,10,2,38
M0422,2024-12,5,11,1,41
M0311,2024-04,6,19,3,13
M0380,2024-06,0,1,0,17
M0388,2024-04,0,1,0,18
M0419,2024-08,19,51,12,50
M0087,2024-09,0,1,0,27
M0079,2024-03,1,6,0,20
M0224,2024-04,5,29,2,18
M0519,2024-02,0,1,0,12
M0414,2024-05,0,3,0,17
M0398,2024-09,6,24,2,19
M0403,2024-02,1,3,0,21
M0489,2024-03,2,7,1,18
M0414,2024-10,0,2,0,14
M0280,2024-12,20,29,9,59
M0520,2024-09,1,2,0,23
M0388,2024-05,0,2,0,17
M0501,2024-06,0,2,0,20
M0200,2024-10,10,13,5,65
M0330,2024-08,1,2,0,16
M0418,2024-06,2,14,2,17
M0016,2024-05,0,4,0,18
M0302,2024-12,0,1,0,14
M0488,2024-01,16,23,11,14
M0056,2024-05,1,5,1,16
M0033,2024-05,1,3,0,7
M0004,2024-03,52,280,28,38
M0190,2024-05,1,9,0,15
M0224,2024-09,7,30,1,16
M0295,2024-03,13,32,3,16
M0531,2024-06,3,35,3,18
M0344,2024-11,0,3,1,17
M0574,2024-02,5,13,1,25
M0327,2024-03,0,0,0,14
M0212,2024-02,0,1,0,15
M0008,2024-12,1,2,0,12
M0214,2024-04,78,277,13,36
M0555,2024-12,6,48,3,24
M0375,2024-02,2,11,1,15
M0156,2024-08,2,12,2,29
M0528,2024-08,1,4,0,17
M0408,2024-08,1,6,1,23
M0524,2024-11,1,4,1,18
M0053,2024-10,6,40,4,23
M0228,2024-08,1,3,0,22
M0523,2024-05,0,3,0,20
M0003,2024-06,1,6,0,22
M0102,2024-10,0,2,1,16
M0204,2024-01,1,5,0,26
M0131,2024-10,1,3,1,13
M0039,2024-10,9,17,4,29
M0052,2024-07,0,3,0,9
M0098,2024-03,1,8,1,25
M0451,2024-08,3,7,1,24
M0371,2024-12,0,1,0,15
M0403,2024-04,1,5,0,16
M0435,2024-03,44,128,4,14
M0153,2024-12,8,82,4,14
M0242,2024-06,1,3,0,16
M0324,2024-02,40,122,6,19
M0255,2024-10,1,3,0,21
M0470,2024-10,3,9,1,22
M0030,2024-05,1,6,0,15
M0240,2024-09,5,33,5,15
M0590,2024-10,1,4,1,19
M0331,2024-10,1,2,0,12
M0266,2024-06,5,18,1,22
M0125,2024-08,0,5,1,15
M0151,2024-10,1,2,0,25
M0585,2024-01,15,56,2,22
M0455,2024-08,0,3,0,5
M0382,2024-09,15,70,12,19
M0110,2024-01,1,5,1,18
M0437,2024-11,0,3,0,26
M0331,2024-11,1,2,0,17
M0283,2024-04,1,7,0,9
M0312,2024-03,1,4,0,25
M0111,2024-10,0,4,0,27
M0364,2024-12,1,11,1,21
M0277,2024-08,3,15,1,15
M0572,2024-02,9,32,2,17
M0184,2024-11,5,9,3,62
M0472,2024-11,1,9,1,22
M0498,2024-12,0,4,0,23
M0379,2024-05,28,143,10,8
M0331,2024-07,1,2,0,14
M0336,2024-05,1,6,0,20
M0122,2024-06,33,157,21,31
M0413,2024-09,44,199,25,25
M0459,2024-07,0,2,0,14
M0501,2024-05,0,2,0,19
M0495,2024-11,3,15,1,15
M0310,2024-12,1,5,1,14
M0532,2024-02,3,15,1,11
M0175,2024-03,3,38,3,16
M0562,2024-12,1,4,1,22
M0534,2024-08,1,9,1,5
M0116,2024-06,0,2,0,20
M0554,2024-08,4,45,4,25
M0404,2024-12,9,23,3,16
M0080,2024-02,13,28,2,22
M0364,2024-08,1,11,2,18
M0555,2024-10,7,45,3,29
M0429,2024-03,0,1,0,12
M0010,2024-06,1,4,0,14
M0598,2024-12,10,43,1,17
M0398,2024-02,7,22,3,18
M0374,2024-03,0,1,0,16
M0400,2024-09,1,5,0,19
M0109,2024-11,1,9,0,17
M0477,2024-01,1,2,0,20
M0269,2024-10,4,18,2,20
M0286,2024-11,0,1,0,9
M0043,2024-10,9,27,3,15
M0135,2024-01,1,6,1,21
M0324,2024-06,18,90,5,17
M0222,2024-02,0,2,0,15
M0427,2024-04,0,2,0,16
M0528,2024-09,1,5,1,25
M0137,2024-07,2,3,1,21
M0045,2024-05,1,2,0,17
M0589,2024-08,7,18,3,19
M0071,2024-02,6,13,1,11
M0118,2024-09,1,9,1,18
M0394,2024-10,1,5,0,16
M0481,2024-10,20,51,10,43
M0587,2024-06,1,7,0,6
M0187,2024-11,1,8,1,24
M0127,2024-09,0,1,0,19
M0358,2024-10,3,8,2,48
M0561,2024-12,2,7,0,14
M0236,2024-12,5,11,3,11
M0139,2024-01,1,7,1,23
M0435,2024-12,50,140,10,17
M0548,2024-03,0,3,0,17
M0288,2024-03,2,13,1,23
M0140,2024-04,2,20,2,21
M0305,2024-04,2,4,1,53
M0557,2024-05,2,8,0,22
M0281,2024-06,1,4,0,21
M0263,2024-09,1,5,0,18
M0168,2024-05,3,25,2,14
M0342,2024-07,5,29,3,15
M0367,2024-02,0,2,0,20
M0510,2024-03,57,256,29,12
M0082,2024-03,1,2,0,17
M0588,2024-09,1,7,1,7
M0266,2024-11,5,27,2,19
M0284,2024-01,15,157,9,29
M0083,2024-09,3,9,1,18
M0455,2024-09,0,3,0,7
M0220,2024-04,1,5,0,20
M0449,2024-05,2,11,1,29
M0021,2024-11,10,57,10,20
M0565,2024-11,1,9,0,15
M0258,2024-07,2,7,1,18
M0384,2024-04,2,5,0,27
M0254,2024-09,2,15,1,26
M0192,2024-04,0,1,0,30
M0025,2024-08,2,6,1,26
M0467,2024-04,1,6,1,21
M0396,2024-10,49,229,28,22
M0059,2024-12,1,5,0,23
M0533,2024-08,1,2,0,43
M0592,2024-07,2,7,0,13
M0439,2024-06,1,4,0,26
M0096,2024-10,0,2,0,17
M0331,2024-02,1,2,0,14
M0418,2024-10,1,8,1,11
M0234,2024-11,2,6,0,24
M0104,2024-04,0,2,0,20
M0070,2024-05,39,131,10,37
M0463,2024-11,2,7,0,23
M0562,2024-04,1,4,0,12
M0590,2024-07,1,7,1,27
M0239,2024-01,1,4,0,9
M0033,2024-01,1,4,0,12
M0237,2024-03,1,4,0,17
M0424,2024-03,12,21,6,64
M0113,2024-01,2,23,1,10
M0379,2024-04,23,148,17,8
M0448,2024-11,1,5,0,22
M0342,2024-04,3,20,3,16
M0557,2024-12,1,7,1,21
M0051,2024-09,7,16,3,57
M0227,2024-08,2,20,0,21
M0426,2024-10,0,2,0,21
M0395,2024-01,40,280,12,20
M0451,2024-12,3,8,1,18
M0395,2024-06,47,275,25,18
M0482,2024-06,1,2,0,15
M0110,2024-02,2,4,0,20
M0243,2024-05,1,4,0,19
M0527,2024-09,1,18,1,19
M0330,2024-03,1,3,0,27
M0285,2024-01,1,4,1,17
M0119,2024-05,0,4,0,19
M0495,2024-10,4,21,1,20
M0581,2024-09,3,25,2,14
M0049,2024-02,1,3,1,12
M0461,2024-03,10,25,5,23
M0116,2024-03,0,1,0,19
M0563,2024-09,6,24,5,23
M0262,2024-01,0,1,0,18
M0108,2024-03,3,6,1,50
M0179,2024-01,21,87,11,22
M0289,2024-07,2,13,3,16
M0427,2024-07,0,2,0,20
M0542,2024-12,4,35,3,17
M0362,2024-04,1,2,1,38
M0047,2024-03,6,10,1,53
M0221,2024-06,5,24,2,22
M0265,2024-05,1,14,1,17
M0351,2024-03,0,4,0,20
M0309,2024-04,1,2,0,16
M0112,2024-01,1,4,0,19
M0273,2024-04,1,5,0,10
M0261,2024-01,0,1,0,14
M0272,2024-02,1,4,0,26
M0392,2024-04,3,38,1,16
M0411,2024-06,1,4,0,26
M0397,2024-09,1,2,0,13
M0097,2024-03,0,2,0,21
M0472,2024-02,1,5,0,16
M0211,2024-06,0,1,0,19
M0408,2024-09,1,6,0,20
M0293,2024-05,4,31,4,20
M0004,2024-09,130,577,70,49
M0477,2024-11,1,4,0,24
M0124,2024-10,15,28,4,23
M0262,2024-03,0,1,0,17
M0588,2024-08,1,7,0,16
M0257,2024-11,8,10,2,58
M0052,2024-03,0,3,0,12
M0010,2024-11,1,5,0,17
M0234,2024-05,2,5,0,16
M0538,2024-10,6,26,4,10
M0254,2024-02,2,13,0,21
M0297,2024-04,2,6,0,25
M0283,2024-03,2,6,1,11
M0220,2024-09,1,5,0,17
M0129,2024-02,1,4,0,13
M0286,2024-07,0,1,0,15
M0037,2024-04,8,51,2,18
M0207,2024-10,1,3,0,22
M0212,2024-09,0,2,0,21
M0009,2024-01,1,3,0,11
M0329,2024-08,37,424,19,21
M0222,2024-11,0,2,0,13
M0594,2024-10,0,2,0,17
M0431,2024-09,0,3,0,27
M0371,2024-05,0,2,0,18
M0438,2024-10,1,5,1,15
M0132,2024-12,1,4,0,13
M0122,2024-11,62,230,33,50
M0298,2024-01,28,126,11,27
M0240,2024-05,5,46,4,15
M0154,2024-09,1,5,0,15
M0313,2024-05,59,83,13,22
M0322,2024-01,0,1,0,15
M0415,2024-09,66,339,41,24
M0192,2024-05,0,1,0,32
M0311,2024-06,7,27,3,17
M0495,2024-03,5,18,1,23
M0102,2024-06,1,2,0,17
M0034,2024-06,24,105,16,24
M0023,2024-09,0,1,0,15
M0150,2024-06,43,258,15,17
M0023,2024-08,0,1,0,13
M0100,2024-07,1,2,0,24
M0395,2024-07,75,353,26,23
M0581,2024-12,2,26,2,12
M0208,2024-06,56,239,22,18
M0231,2024-04,4,19,1,23
M0285,2024-09,2,6,1,18
M0270,2024-10,0,1,0,21
M0151,2024-01,1,2,0,21
M0265,2024-10,0,8,1,17
M0225,2024-12,16,100,6,26
M0123,2024-10,15,60,3,22
M0120,2024-02,7,30,4,16
M0308,2024-03,16,39,5,22
M0050,2024-03,0,1,0,14
M0567,2024-07,4,24,1,17
M0525,2024-12,2,5,1,23
M0577,2024-12,1,4,0,17
M0161,2024-08,6,25,1,20
M0005,2024-12,1,3,1,20
M0204,2024-06,2,4,0,18
M0301,2024-01,0,2,0,17
M0151,2024-12,1,3,0,23
M0509,2024-12,1,4,1,10
M0043,2024-01,10,27,3,16
M0086,2024-07,1,3,0,22
M0193,2024-02,1,2,0,18
M0433,2024-07,2,5,0,24
M0516,2024-08,1,6,0,24
M0448,2024-08,2,9,0,27
M0487,2024-06,47,206,34,17
M0247,2024-03,20,66,15,14
M0364,2024-06,2,8,1,22
M0080,2024-06,14,34,2,21
M0371,2024-04,0,2,0,12
M0599,2024-01,7,136,5,17
M0405,2024-09,1,6,1,27
M0417,2024-01,7,34,1,20
M0357,2024-05,5,46,4,16
M0433,2024-08,2,4,0,19
M0194,2024-07,1,4,1,22
M0412,2024-01,7,26,2,24
M0591,2024-08,2,3,1,53
M0469,2024-03,1,2,0,17
M0451,2024-02,4,6,1,18
M0020,2024-05,7,17,4,19
M0244,2024-06,3,24,2,20
M0555,2024-05,6,40,4,24
M0152,2024-04,1,4,0,17
M0112,2024-04,1,6,0,19
M0339,2024-04,10,38,4,25
M0366,2024-04,1,3,0,21
M0110,2024-05,1,3,0,18
M0129,2024-10,1,4,0,6
M0338,2024-08,9,24,2,38
M0509,2024-05,1,5,1,16
M0120,2024-09,6,38,5,18
M0135,2024-02,1,6,0,15
M0125,2024-01,1,5,1,16
M0522,2024-10,13,52,4,19
M0174,2024-09,2,6,1,18
M0433,2024-01,1,3,0,21
M0069,2024-07,7,15,2,23
M0230,2024-03,1,4,0,21
M0553,2024-12,2,3,1,47
M0017,2024-10,1,2,0,20
M0174,2024-03,2,4,0,14
M0304,2024-03,1,2,0,27
M0131,2024-01,1,3,1,12
M0240,2024-03,5,35,4,16
M0293,2024-04,3,24,4,16
M0460,2024-10,3,11,1,11
M0135,2024-05,1,5,1,21
M0525,2024-04,1,3,0,20
M0331,2024-09,1,3,0,12
M0533,2024-04,0,1,0,22
M0206,2024-06,7,36,4,17
M0419,2024-05,23,38,18,56
M0387,2024-03,11,35,4,21
M0011,2024-07,1,4,0,18
M0158,2024-03,7,25,2,16
M0036,2024-03,20,94,10,18
M0565,2024-08,1,8,0,26
M0514,2024-04,0,1,0,11
M0474,2024-06,4,7,2,30
M0581,2024-10,2,21,1,7
M0522,2024-01,11,51,6,11
M0111,2024-05,1,3,0,19
M0069,2024-04,9,24,2,23
M0052,2024-01,0,2,0,10
M0522,2024-12,12,47,5,19
M0121,2024-10,0,2,0,19
M0436,2024-08,1,4,0,24
M0223,2024-12,1,4,0,25
M0215,2024-11,2,5,0,24
M0409,2024-11,1,5,0,15
M0553,2024-05,2,3,1,43
M0373,2024-06,4,22,1,19
M0336,2024-09,1,6,1,18
M0242,2024-01,0,2,0,22
M0301,2024-10,1,3,0,24
M0589,2024-07,5,12,2,19
M0361,2024-03,7,14,3,22
M0415,2024-03,43,211,23,23
M0188,2024-03,6,29,3,16
M0298,2024-10,32,168,14,25
M0541,2024-06,2,14,2,29
M0584,2024-12,1,5,1,26
M0583,2024-04,1,5,0,24
M0112,2024-06,1,4,0,14
M0086,2024-09,1,2,0,26
M0308,2024-07,28,69,10,26
M0254,2024-11,2,15,1,19
M0300,2024-10,55,188,16,15
M0529,2024-01,5,36,4,18
M0473,2024-05,1,2,0,24
M0357,2024-09,5,51,4,12
M0232,2024-04,0,1,0,18
M0221,2024-11,7,27,2,27
M0511,2024-06,2,8,1,27
M0291,2024-06,1,8,0,14
M0020,2024-02,7,27,4,17
M0427,2024-10,0,2,0,18
M0058,2024-06,1,5,1,20
M0106,2024-12,34,73,7,20
M0149,2024-05,4,8,1,17
M0297,2024-02,1,4,0,19
M0264,2024-03,1,9,1,15
M0320,2024-03,3,12,1,21
M0165,2024-02,4,22,3,15
M0501,2024-11,0,1,0,18
M0396,2024-02,53,231,23,16
M0300,2024-05,45,126,28,14
M0433,2024-09,1,4,0,23
M0547,2024-12,3,7,1,25
M0301,2024-11,1,2,0,19
M0303,2024-06,2,6,0,19
M0375,2024-12,2,15,1,18
M0339,2024-02,6,34,3,26
M0126,2024-04,1,4,1,21
M0449,2024-06,2,14,1,24
M0355,2024-01,9,13,3,22
M0543,2024-11,0,3,0,30
M0246,2024-06,2,4,0,21
M0075,2024-05,5,31,1,20
M0531,2024-02,3,33,4,23
M0277,2024-02,2,11,1,18
M0062,2024-03,2,6,1,21
M0451,2024-06,3,6,1,18
M0044,2024-01,40,51,22,59
M0130,2024-10,1,6,0,32
M0202,2024-03,1,9,1,20
M0469,2024-05,0,2,0,18
M0278,2024-09,0,1,0,26
M0540,2024-05,1,3,0,24
M0426,2024-05,0,2,0,19
M0087,2024-01,0,1,0,22
M0173,2024-01,1,2,0,16
M0239,2024-12,1,3,0,12
M0269,2024-08,5,24,2,23
M0576,2024-07,4,40,2,16
M0483,2024-01,0,2,0,16
M0061,2024-01,0,2,0,22
M0262,2024-07,0,1,0,18
M0519,2024-11,0,0,0,11
M0335,2024-04,1,3,0,17
M0534,2024-07,1,10,1,6
M0565,2024-10,1,6,0,15
M0176,2024-07,2,15,1,20
M0195,2024-08,2,8,1,20
M0069,2024-10,10,28,2,16
M0360,2024-10,5,27,6,18
M0532,2024-10,60,110,26,36
M0477,2024-08,1,4,0,24
M0097,2024-02,0,1,0,17
M0336,2024-06,1,6,1,18
M0073,2024-04,0,1,0,19
M0447,2024-09,1,3,0,15
M0177,2024-09,1,9,0,20
M0566,2024-04,32,68,8,53
M0197,2024-11,12,42,2,25
M0580,2024-04,1,7,1,24
M0579,2024-10,38,147,27,16
M0358,2024-09,3,8,1,43
M0493,2024-04,1,4,0,27
M0136,2024-03,7,30,2,20
M0094,2024-11,1,11,2,12
M0320,2024-05,3,12,2,21
M0597,2024-12,1,2,0,21
M0235,2024-07,2,19,1,12
M0463,2024-08,2,8,1,26
M0190,2024-08,1,9,1,16
M0076,2024-03,11,30,2,24
M0041,2024-11,7,26,3,24
M0454,2024-02,1,4,0,22
M0347,2024-11,1,7,1,20
M0126,2024-10,1,5,1,16
M0374,2024-12,0,1,0,8
M0410,2024-10,4,24,4,22
M0447,2024-06,1,4,0,17
M0034,2024-02,18,75,13,18
M0490,2024-02,2,6,1,17
M0137,2024-08,1,6,1,24
M0502,2024-10,5,21,2,23
M0052,2024-05,0,2,0,9
M0197,2024-01,11,51,1,22
M0317,2024-12,1,8,1,26
M0333,2024-09,0,1,0,14
M0344,2024-10,0,2,1,16
M0368,2024-05,10,124,6,16
M0141,2024-09,5,11,3,66
M0411,2024-11,1,5,0,21
M0591,2024-10,2,5,1,52
M0017,2024-12,1,3,0,27
M0520,2024-11,1,2,0,23
M0553,2024-01,2,4,1,46
M0141,2024-10,5,7,3,65
M0282,2024-10,1,4,0,20
M0276,2024-11,2,6,0,18
M0211,2024-01,0,1,0,22
M0547,2024-06,2,4,0,13
M0202,2024-01,1,6,0,10
M0466,2024-04,4,33,2,28
M0366,2024-09,0,4,0,20
M0473,2024-07,1,4,0,25
M0138,2024-02,1,3,0,26
M0177,2024-08,2,7,0,24
M0461,2024-12,10,38,5,23
M0502,2024-03,4,24,3,26
M0075,2024-03,4,25,2,17
M0119,2024-08,0,4,0,18
M0339,2024-08,9,50,4,26
M0252,2024-05,10,30,3,15
M0129,2024-01,1,4,0,16
M0488,2024-06,18,98,21,16
M0376,2024-05,10,49,7,25
M0042,2024-09,7,26,4,22
M0554,2024-06,2,25,3,24
M0257,2024-10,4,9,3,59
M0292,2024-06,11,41,3,21
M0197,2024-12,10,56,2,30
M0553,2024-02,2,4,1,47
M0002,2024-02,4,22,2,25
M0507,2024-01,6,28,4,19
M0471,2024-05,1,4,0,19
M0563,2024-06,6,40,4,20
M0468,2024-01,171,321,129,44
M0127,2024-10,1,1,0,26
M0230,2024-01,1,5,0,11
M0424,2024-10,16,13,6,60
M0246,2024-10,2,3,0,22
M0344,2024-06,0,3,1,17
M0196,2024-02,0,2,0,7
M0112,2024-11,1,6,0,16
M0481,2024-07,14,41,7,39
M0441,2024-02,9,49,3,19
M0299,2024-09,8,37,4,22
M0316,2024-06,3,11,1,23
M0078,2024-05,38,210,18,19
M0205,2024-03,1,3,0,19
M0570,2024-01,3,40,1,15
M0084,2024-03,3,7,1,25
M0232,2024-01,0,1,0,18
M0198,2024-04,2,7,1,12
M0461,2024-02,10,24,3,22
M0016,2024-11,0,5,0,17
M0534,2024-06,1,12,1,7
M0379,2024-12,19,104,10,12
M0453,2024-12,7,40,2,25
M0130,2024-11,1,8,0,32
M0117,2024-04,1,9,0,22
M0223,2024-11,1,4,0,27
M0594,2024-09,1,3,0,19
M0348,2024-09,1,5,0,23
M0206,2024-11,5,28,2,15
M0588,2024-12,1,3,0,16
M0279,2024-02,2,7,1,15
M0248,2024-01,0,1,0,15
M0257,2024-12,13,9,4,66
M0408,2024-10,1,8,1,24
M0242,2024-11,0,3,0,18
M0499,2024-12,6,24,2,27
M0228,2024-10,0,2,0,17
M0306,2024-07,1,2,0,22
M0005,2024-03,1,2,1,21
M0261,2024-06,0,2,0,21
M0424,2024-09,13,24,9,58
M0021,2024-05,12,55,9,12
M0214,2024-08,66,223,15,25
M0139,2024-10,1,7,1,17
M0528,2024-10,1,6,0,20
M0095,2024-05,10,24,1,23
M0065,2024-07,1,4,0,21
M0305,2024-07,2,5,1,57
M0025,2024-09,1,4,1,24
M0565,2024-07,1,9,0,18
M0170,2024-05,0,2,0,33
M0134,2024-03,0,4,0,17
M0345,2024-10,8,31,4,23
M0214,2024-10,68,244,14,26
M0394,2024-12,2,5,0,17
M0029,2024-05,1,11,0,14
M0013,2024-03,0,1,0,15
M0586,2024-08,1,3,0,39
M0432,2024-06,0,3,0,30
M0479,2024-03,4,15,1,5
M0217,2024-10,5,21,2,23
M0375,2024-07,2,9,1,17
M0168,2024-04,5,24,1,20
